id;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
41991287;294338746;Bruno;Pendino;4.084.612;1.426.079;Entire home/apt;$103,00;2;0;;;4;336;0
42015876;331699668;Fortunato;Porto;4.084.327.697.753.900;1.425.487.232.208.250;Private room;$108,00;1;0;;;4;0;0
42016761;331699668;Fortunato;Porto;4.084.327.697.753.900;1.425.487.232.208.250;Private room;$164,00;1;0;;;4;0;0
42019882;259576199;Giovanni;Montecalvario;4.084.700.506.334.420;14.242.694.377.671.500;Entire home/apt;$93,00;1;22;6/09/2023;0.51;1;336;10
42021853;205200701;Rosaria;San Lorenzo;4.086.005;1.426.689;Entire home/apt;$150,00;4;0;;;3;340;0
42028908;43893445;Surama Daniela;Pendino;4.084.724;1.425.727;Entire home/apt;$63,00;2;99;8/08/2023;2.31;3;103;23
42033382;20310365;Maria Gloria;Vomero;4.084.715;1.422.977;Entire home/apt;$70,00;2;89;8/09/2023;2.67;2;295;36
42064276;257642814;Giuseppe;Stella;4.085.691;1.425.235;Entire home/apt;$72,00;2;12;9/08/2023;0.51;1;344;5
42065764;205328713;Antonio;San Carlo all'Arena;4.087.012;1.426.807;Private room;$72,00;1;3;26/02/2023;0.18;4;132;1
42089718;224188223;Enrico Francesco;San Lorenzo;4.085.369;14.266;Private room;$103,00;2;4;23/09/2021;0.1;6;165;0
42091130;224188223;Enrico Francesco;San Lorenzo;4.085.277;1.426.673;Private room;$100,00;2;3;29/08/2021;0.12;6;161;0
42103093;32415833;Arturo;Pendino;4.084.885;1.425.663;Entire home/apt;$180,00;1;68;2/09/2023;2.69;3;155;34
42109221;46640707;Maria Francesca;San Ferdinando;4.083.355;1.425.075;Entire home/apt;$133,00;2;12;5/06/2023;0.53;1;170;8
42117004;334058869;Maria Laura;San Lorenzo;4.085.651;1.426.381;Entire home/apt;$40,00;1;0;;;1;0;0
42117611;334061403;Teresa;San Giuseppe;4.084.089;1.425.107;Entire home/apt;$197,00;2;32;31/05/2023;0.76;1;113;8
42121335;58480022;Giuseppe;San Carlo all'Arena;4.087.014;1.426.873;Entire home/apt;$100,00;3;1;11/08/2020;0.03;2;0;0
42127313;128710058;Laura;Avvocata;4.084.964;142.378;Private room;$70,00;2;236;21/08/2023;5.46;10;143;71
42129146;40457249;Salvatore;San Lorenzo;40.858.097.076.416.000;14.261.420.249.938.900;Entire home/apt;$56,00;2;36;12/08/2023;0.92;106;263;19
42136763;256786411;Salvatore;San Lorenzo;4.085.154;1.425.135;Entire home/apt;$95,00;2;12;14/08/2022;0.45;2;125;0
42140113;7871679;Marco;San Giuseppe;4.084.392;1.425.268;Private room;$161,00;1;0;;;6;86;0
42140236;7871679;Marco;San Giuseppe;4.084.318;1.425.128;Private room;$161,00;1;0;;;6;77;0
42147054;334436370;Franca;Montecalvario;4.084.298.542.074.740;14.246.646.197.834.700;Entire home/apt;$141,00;2;3;10/08/2022;0.14;1;284;0
42150618;296359098;Francesca;Chiaia;4.083.448;1.422.213;Entire home/apt;$60,00;2;7;15/05/2023;0.16;1;154;5
42158834;132931031;Annalìsa;San Lorenzo;4.086.021;1.427.034;Private room;$84,00;1;14;9/09/2023;0.32;3;349;7
42171381;11317707;Paola;Avvocata;4.085.594;1.424.481;Private room;$65,00;2;19;26/08/2023;1.09;1;339;11
42171424;132931031;Annalìsa;San Lorenzo;4.086.187;1.426.981;Private room;$86,00;1;1;17/05/2023;0.25;3;363;1
42171788;132931031;Annalìsa;Vicaria;4.086.163;1.427.089;Private room;$106,00;1;2;29/10/2021;0.08;3;359;0
42176800;334769011;Vincenzo;San Lorenzo;4.085.579;1.427.067;Private room;$90,00;1;0;;;3;262;0
42185479;334914799;LHP Suite Parco Margherita;Chiaia;4.083.796;1.423.593;Private room;$2.000,00;1;0;;;2;364;0
42186258;334935491;Anastasiia;San Lorenzo;4.085.247;1.426.376;Entire home/apt;$70,00;2;41;18/08/2023;0.95;1;139;24
42186969;334914799;LHP Suite Parco Margherita;Chiaia;4.083.674;1.423.586;Private room;$2.000,00;1;0;;;2;364;0
42199841;206704958;Elizaveta;Mercato;4.085.012;1.427.323;Entire home/apt;$106,00;1;95;21/08/2023;2.54;2;160;30
42209093;80919814;Daniela;San Lorenzo;4.085.185;1.426.293;Entire home/apt;$420,00;1;4;3/01/2022;0.09;5;326;0
42213276;79335453;Giuseppe;Bagnoli;4.081.522;1.416.865;Private room;$30,00;2;2;5/12/2021;0.08;4;0;0
42213457;147204971;Francesco;Chiaia;40.837.009;14.236.322;Entire home/apt;$143,00;3;90;7/09/2023;3.6;2;283;38
42214387;40457249;Salvatore;Pendino;4.085.022.735.595.700;1.426.677.417.755.120;Entire home/apt;$600,00;2;8;14/12/2020;0.21;106;0;0
42214715;258694575;Francesco;Zona Industriale;4.085.301;1.426.877;Entire home/apt;$181,00;2;16;4/09/2023;0.42;4;64;9
42214761;40457249;Salvatore;Pendino;4.085.022.735.595.700;1.426.677.417.755.120;Entire home/apt;$600,00;2;10;2/11/2020;0.23;106;0;0
42214914;40457249;Salvatore;Pendino;4.085.022.735.595.700;1.426.677.417.755.120;Entire home/apt;$600,00;2;13;7/03/2021;0.34;106;0;0
42216208;295624045;Fabiana;San Giuseppe;4.084.437;1.425.032;Entire home/apt;$180,00;1;6;24/08/2022;0.34;4;269;0
42216599;295624045;Fabiana;San Giuseppe;4.084.521;1.425.028;Entire home/apt;$180,00;2;0;;;4;266;0
42216850;295624045;Fabiana;San Giuseppe;4.084.583;1.425.031;Entire home/apt;$150,00;1;2;29/05/2022;0.12;4;178;0
42217297;267102047;Maddalena;Avvocata;4.084.927;1.424.476;Entire home/apt;$230,00;3;0;;;2;0;0
42219913;236714280;Cuor Di Rione;Arenella;4.085.987;1.421.943;Private room;$90,00;1;0;;;1;255;0
42225071;335335314;Peppe;Arenella;4.085.088;1.423.122;Private room;$80,00;20;0;;;1;0;0
42249193;325569011;Francesco Enzo;San Lorenzo;40.858.105.305.252.200;14.263.950.158.531.000;Entire home/apt;$73,00;1;95;10/09/2023;2.53;1;49;47
42251422;331388796;Rosario;Zona Industriale;4.085.452;1.427.448;Private room;$94,00;1;2;8/08/2023;0.16;3;76;1
42252040;331388796;Rosario;Vicaria;4.085.477;1.427.445;Private room;$95,00;1;0;;;3;79;0
42261976;127135242;Giuseppina;San Lorenzo;40.852.215;14.260.716;Entire home/apt;$165,00;5;0;;;7;0;0
42266320;335563912;Giusy;Montecalvario;4.084.652;1.424.783;Private room;$60,00;1;40;9/09/2023;1.76;1;167;28
42272136;335850101;Ivan;San Carlo all'Arena;408.586;1.425.911;Private room;$69,00;2;51;6/09/2023;1.18;5;356;23
42272862;335850101;Ivan;San Carlo all'Arena;408.586;1.425.911;Private room;$75,00;2;89;10/09/2023;2.06;5;354;24
42276312;300005961;Principe Umberto;San Lorenzo;4.085.306;1.426.828;Private room;$61,00;1;87;29/08/2023;2.33;2;76;49
42276503;335850101;Ivan;San Carlo all'Arena;408.586;1.425.911;Private room;$70,00;2;85;20/08/2023;1.97;5;351;27
42277557;528015923;Giuseppe;Montecalvario;40.841.217;14.244.347;Entire home/apt;$100,00;2;7;30/08/2023;0.27;1;314;2
42277837;335850101;Ivan;San Carlo all'Arena;408.586;1.425.911;Private room;$67,00;2;97;11/09/2023;2.24;5;345;32
42313456;153160333;Federica;Montecalvario;4.084.257;1.424.798;Entire home/apt;$159,00;1;9;12/08/2023;0.5;1;137;6
42331718;336587633;Adriana;Chiaia;4.083.494;1.423.523;Private room;$50,00;2;31;24/06/2023;0.72;1;4;16
42372899;105058386;Eduardo;San Lorenzo;4.085.169;1.425.547;Entire home/apt;$113,00;2;68;9/09/2023;4.83;8;319;58
42374147;31704753;Giampiero;San Carlo all'Arena;4.086.992;1.425.588;Entire home/apt;$68,00;2;87;22/08/2023;2.04;7;298;46
42376385;337068342;Rocco;San Carlo all'Arena;4.087.038;1.427.259;Entire home/apt;$85,00;2;5;11/04/2023;0.12;1;169;1
42384479;45236554;Maria;San Lorenzo;4.085.337;1.427.015;Private room;$140,00;1;1;5/09/2021;0.04;8;28;0
42391383;198152587;Francesca;San Lorenzo;4.085.137;1.425.603;Entire home/apt;$70,00;1;8;17/08/2023;3.33;1;320;8
42392637;106247925;Bianca;Vomero;4.084.632;1.422.674;Entire home/apt;$300,00;2;0;;;3;358;0
42399263;128841116;Dimorra;Vomero;4.084.197;1.422.854;Entire home/apt;$223,00;1;11;6/07/2022;0.28;69;343;0
42401311;45236554;Maria;Pendino;4.085.134;1.426.672;Private room;$165,00;1;12;12/09/2021;0.45;8;35;0
42403956;481262859;Myriam;San Ferdinando;4.083.969;1.424.678;Private room;$71,00;2;1;27/06/2020;0.03;1;163;0
42406068;337493066;Paola;Avvocata;4.085.607;1.424.516;Entire home/apt;$61,00;1;1;18/08/2023;1;1;164;1
42410415;337539216;Mauro;San Ferdinando;408.365;1.424.673;Entire home/apt;$210,00;2;34;3/08/2023;0.79;1;3;21
42426271;139110798;Miriam;Bagnoli;4.081.849;1.416.129;Entire home/apt;$66,00;1;68;18/08/2023;1.75;5;75;26
42427093;331895353;Carmine;San Lorenzo;4.085.458;1.426.032;Entire home/apt;$65,00;1;68;8/09/2023;3.86;1;141;33
42434347;105844678;Sara;Montecalvario;40.847.851;14.247.182;Entire home/apt;$100,00;2;0;;;3;313;0
42443779;96122546;Welcome To Our Holiday Homes;San Lorenzo;40.852.833;14.262.647;Entire home/apt;$69,00;2;66;5/09/2023;1.75;30;9;23
42446276;337894507;Danilo;Pianura;4.084.618;1.417.113;Private room;$34,00;1;0;;;1;0;0
42498631;103694082;Aquilino;Porto;4.084.707;1.425.355;Entire home/apt;$200,00;7;9;9/01/2023;0.39;1;116;5
42548206;337694583;Giuseppe;San Giuseppe;4.084.379;1.425.307;Entire home/apt;$155,00;1;24;28/09/2022;0.91;6;284;1
42548891;61083110;Be Italian;Porto;4.084.443.664.550.780;14.256.789.207.458.400;Private room;$115,00;1;92;12/09/2023;6.03;11;76;71
42554133;337694583;Giuseppe;San Giuseppe;4.084.374;1.425.292;Entire home/apt;$167,00;1;30;12/06/2023;1.13;6;225;3
42554265;337694583;Giuseppe;San Giuseppe;4.084.385;1.425.292;Entire home/apt;$165,00;1;2;29/08/2022;0.08;6;290;0
42554385;337694583;Giuseppe;Porto;4.084.234;1.425.443;Entire home/apt;$142,00;1;55;9/10/2022;1.88;6;278;2
42554472;337694583;Giuseppe;Porto;4.084.363;1.425.465;Entire home/apt;$218,00;1;10;3/10/2022;0.27;6;285;2
42554579;337694583;Giuseppe;San Giuseppe;4.084.361;1.425.278;Entire home/apt;$195,00;1;2;26/08/2021;0.07;6;291;0
42565877;335014176;Palazzo Turchini;San Giuseppe;4.084.078;1.425.188;Private room;$269,00;1;0;;;5;223;0
42566627;335014176;Palazzo Turchini;Porto;408.408;142.532;Private room;$329,00;1;0;;;5;225;0
42566675;335014176;Palazzo Turchini;San Giuseppe;4.084.203;1.425.151;Private room;$369,00;1;0;;;5;225;0
42566807;335014176;Palazzo Turchini;San Ferdinando;40.84;1.425.149;Private room;$569,00;1;0;;;5;225;0
42566846;335014176;Palazzo Turchini;San Ferdinando;4.083.998;142.531;Private room;$569,00;1;0;;;5;225;0
42595994;339317933;Francesco;Pendino;4.084.867;1.425.647;Entire home/apt;$100,00;3;2;12/08/2021;0.05;1;0;0
42599789;339250251;Pasquale;Stella;4.085.915;1.425.069;Entire home/apt;$52,00;3;71;31/08/2023;1.85;6;354;28
42605356;339389982;MyBnb;Pendino;4.084.798;1.426.173;Entire home/apt;$183,00;1;65;18/09/2022;1.67;1;356;3
42631700;45236554;Maria;Zona Industriale;408.524;1.427.002;Private room;$200,00;1;16;8/08/2022;0.59;8;36;0
42641777;339708505;Maurizio;Fuorigrotta;4.082.662;1.420.827;Entire home/apt;$299,00;1;14;6/02/2022;0.36;1;107;0
42652247;40457249;Salvatore;San Giuseppe;4.084.569.549.560.540;14.251.176.834.106.400;Entire home/apt;$600,00;2;13;2/07/2023;0.45;106;262;2
42653863;339809420;Gianluca;San Giuseppe;4.084.754;1.425.224;Private room;$250,00;1;0;;;1;0;0
42658754;278302925;Luigia;Vicaria;4.085.676;14.274;Entire home/apt;$81,00;2;5;19/05/2023;0.31;2;0;2
42664592;186557394;Francesco;San Lorenzo;4.084.918;1.425.703;Entire home/apt;$110,00;4;23;17/05/2023;0.88;1;14;7
42666288;278302925;Luigia;Vicaria;4.085.564;1.427.293;Entire home/apt;$91,00;3;28;27/06/2023;0.74;2;0;7
42686303;275227043;Giovanna;Porto;40.844.999.112.006.900;1.425.831.094.008.860;Entire home/apt;$93,00;2;30;9/09/2023;1.5;2;78;20
42689857;217244424;Gianmarco E Antonio;Montecalvario;4.084.602;1.424.606;Entire home/apt;$80,00;1;192;2/09/2023;4.8;3;322;64
42701833;336027894;Armando;Vicaria;4.085.682;1.427.205;Private room;$93,00;1;6;7/09/2023;0.43;6;318;5
42706978;340176808;Diana;Stella;4.085.414;1.425.208;Private room;$60,00;2;0;;;4;0;0
42710375;340206728;Alessandra;San Carlo all'Arena;4.086.004;1.426.108;Entire home/apt;$25,00;2;0;;;1;0;0
42726226;127221623;Lorenzo;Chiaia;4.083.018;1.421.851;Entire home/apt;$50,00;1;11;21/10/2020;0.27;1;255;0
42735084;340343240;Angelo;Vomero;4.084.183;1.421.951;Private room;$51,00;1;25;6/06/2023;1.46;1;362;14
42737340;340367434;Maria;Montecalvario;4.084.055;1.424.745;Entire home/apt;$143,00;2;34;18/08/2023;0.91;1;186;14
42750589;340468965;MariaRosaria;Pendino;4.084.878;1.425.884;Entire home/apt;$117,00;2;187;8/09/2023;4.71;1;136;75
42753499;336027894;Armando;Vicaria;4.085.771;1.427.243;Private room;$86,00;1;12;31/08/2023;1.98;6;325;12
42754078;336027894;Armando;Vicaria;40.857.330.322.265.600;14.271.293.640.136.700;Private room;$90,00;1;2;25/03/2023;0.11;6;312;1
42793591;340176808;Diana;Stella;4.085.617;1.425.047;Private room;$60,00;2;42;25/08/2023;1.13;4;329;21
42793806;340176808;Diana;Stella;4.085.539;142.521;Private room;$60,00;2;8;22/08/2023;0.93;4;131;8
42799482;340176808;Diana;Stella;4.085.591;1.425.186;Private room;$50,00;2;7;2/06/2023;0.5;4;239;4
42802081;340917489;Gisella;Chiaia;4.083.817;1.422.293;Entire home/apt;$54,00;2;5;7/07/2023;0.16;1;72;1
42803667;6775898;Alessandra;Chiaia;4.083.688;1.424.093;Entire home/apt;$71,00;3;61;8/09/2023;1.69;1;192;28
42852741;339250251;Pasquale;San Lorenzo;4.085.106;142.562;Entire home/apt;$145,00;3;44;10/09/2023;1.11;6;241;18
42898790;341112473;Antonio;Porto;4.084.544;1.425.767;Private room;$70,00;1;0;;;1;48;0
42933847;341848411;Luca;Bagnoli;4.081.734;1.416.324;Private room;$84,00;7;0;;;1;83;0
42937794;227002577;Mattia;San Ferdinando;4.083.798;1.424.452;Private room;$129,00;1;0;;;4;0;0
42971628;11861736;Emanuela;Pendino;408.485;1.425.676;Private room;$49,00;1;0;;;1;0;0
43031463;342445733;Maria Grazia;Stella;408.559;1.425.408;Entire home/apt;$250,00;1;2;18/09/2022;0.12;5;310;1
43140997;343454573;Massimiliano;San Lorenzo;4.085.608;1.426.162;Entire home/apt;$26,00;2;94;8/09/2023;2.33;1;300;26
43216498;49918295;Renato;San Lorenzo;4.085.101;1.425.382;Entire home/apt;$84,00;3;18;10/07/2023;0.48;8;338;3
43244358;143310008;Paolo;Chiaia;4.083.213;1.422.163;Private room;$49,00;5;14;18/08/2023;0.54;7;76;7
43275291;344548047;Napoli Roots;San Lorenzo;4.085.203;142.575;Entire home/apt;$87,00;1;111;2/09/2023;4.45;1;322;55
43298363;71894393;Antonio Ilaria Giuseppe;Avvocata;4.085.054;1.424.584;Entire home/apt;$76,00;2;119;9/09/2023;3.16;3;339;48
43372784;319500237;Leandro;San Giuseppe;4.084.437;1.425.019;Entire home/apt;$50,00;3;7;11/08/2021;0.18;1;169;0
43379656;303090512;Hotel Piazza Bellini;San Lorenzo;4.085.081;1.425.136;Entire home/apt;$221,00;1;0;;;5;172;0
43380314;46143150;Alessandro;Avvocata;4.085.399;1.424.461;Entire home/apt;$200,00;1;3;3/02/2022;0.08;1;118;0
43395725;63241515;Giovanni;Zona Industriale;4.084.169;1.429.119;Entire home/apt;$72,00;2;10;28/12/2022;0.44;9;341;1
43416859;40457249;Salvatore;Pendino;40.850.337.982.177.700;1.426.671.028.137.200;Entire home/apt;$70,00;2;84;4/09/2023;2.27;106;261;46
43438738;346244644;Antonietta;San Ferdinando;4.083.923;142.542;Private room;$204,00;1;0;;;2;104;0
43493294;346870111;Salvatore;Chiaia;4.083.332;1.422.874;Entire home/apt;$350,00;2;1;15/08/2021;0.04;1;224;0
43495034;7642490;Connie;Zona Industriale;4.085.316;1.427.077;Entire home/apt;$160,00;2;16;16/06/2023;0.58;2;363;1
43513335;347109193;Vincenzo;Stella;4.085.776.234.743.200;14.252.304.509.282.100;Entire home/apt;$66,00;1;5;20/06/2023;0.59;1;356;5
43534523;347448743;Eleonora;Pendino;4.084.894;1.426.388;Private room;$109,00;1;34;21/08/2023;1.3;3;325;8
43556670;347448743;Eleonora;Pendino;4.084.894;1.426.388;Private room;$86,00;1;79;6/09/2023;2.01;3;331;21
43562536;347448743;Eleonora;Pendino;4.084.894;1.426.388;Private room;$80,00;1;110;10/09/2023;4.01;3;340;24
43568722;263611776;Ida;San Lorenzo;4.085.578;1.426.725;Entire home/apt;$80,00;2;13;21/05/2023;0.35;2;362;4
43620030;277636105;Annalisa;San Carlo all'Arena;4.086.055;1.426.077;Entire home/apt;$204,00;2;41;28/08/2023;1.08;4;278;13
43620039;348278493;Stefania;Chiaia;4.083.532;1.423.218;Entire home/apt;$130,00;1;0;;;2;0;0
43621198;348278493;Stefania;Chiaia;4.083.499;1.423.302;Entire home/apt;$110,00;1;1;21/06/2020;0.03;2;0;0
43621804;39494247;Paolo;Montecalvario;408.431;1.424.519;Entire home/apt;$171,00;2;10;21/05/2023;0.59;1;314;6
43623526;75858469;Ferdinando;San Lorenzo;40.855.911;14.258.808;Entire home/apt;$134,00;2;10;23/04/2023;0.4;1;65;2
43632263;58588966;Loredana;Arenella;4.085.444;1.423.723;Entire home/apt;$74,00;2;10;23/10/2022;0.27;1;131;2
43636295;75764572;Adriana;Montecalvario;4.084.104;1.424.656;Entire home/apt;$79,00;3;3;9/07/2023;0.32;1;49;3
43639215;65880357;Antonella;Chiaia;4.083.763.908.746.500;1.422.646.407.746.110;Entire home/apt;$224,00;2;0;;;2;343;0
43660930;1713099;Vania;Posillipo;4.079.683;1.418.628;Entire home/apt;$100,00;2;60;25/08/2023;1.52;2;88;22
43662741;348694133;Francesco;Posillipo;4.082.024;1.421.198;Entire home/apt;$110,00;3;4;7/08/2023;0.11;1;164;1
43674907;205200701;Rosaria;San Lorenzo;4.085.943;142.672;Private room;$90,00;2;0;;;3;314;0
43685007;2355957;Ivan;Stella;4.086.196;142.493;Entire home/apt;$50,00;2;2;3/01/2022;0.09;2;299;0
43689366;348943226;Raf;Porto;4.084.058;1.425.455;Private room;$126,00;1;2;31/07/2021;0.05;2;0;0
43711517;349144685;Giovanni;San Ferdinando;4.083.735;1.424.806;Entire home/apt;$80,00;2;23;6/08/2023;0.89;2;205;8
43718632;71908650;Federico;San Carlo all'Arena;4.086.128;1.425.577;Private room;$60,00;1;27;16/07/2023;1.55;1;2;4
43719983;349284106;Lorena;San Ferdinando;408.332;1.424.225;Entire home/apt;$137,00;1;87;9/09/2023;2.27;3;323;41
43720627;349284106;Lorena;San Ferdinando;408.345;142.425;Entire home/apt;$125,00;1;34;30/08/2023;0.87;3;345;5
43722821;349305160;Altea Royale;San Lorenzo;408.522.834.777.832;14.265.130.996.704.100;Private room;$74,00;1;17;25/10/2022;0.67;4;87;2
43727663;48547681;Anna;Stella;4.085.714;1.425.301;Private room;$80,00;1;6;20/09/2021;0.15;5;356;0
43732617;123421498;Giulia;Vicaria;4.085.464;1.427.471;Entire home/apt;$80,00;7;16;24/08/2023;0.57;2;129;12
43733926;349443098;Massimiliano;San Lorenzo;40.859;1.426.226;Entire home/apt;$61,00;2;116;25/08/2023;2.99;5;331;34
43739582;349501734;Salvatore;San Ferdinando;4.083.244;1.424.837;Entire home/apt;$73,00;3;98;11/09/2023;3.65;1;78;49
43740187;349144685;Giovanni;San Ferdinando;4.083.816;142.471;Entire home/apt;$80,00;2;29;1/07/2023;0.75;2;160;3
43754248;349461064;Gennaro;Vicaria;4.085.743;1.427.129;Entire home/apt;$670,00;2;0;;;1;365;0
43758958;37314555;Davide Gennaro;San Lorenzo;4.085.955;1.426.272;Entire home/apt;$96,00;2;92;18/08/2023;2.43;1;51;41
43761527;5510544;Vale;Porto;4.084.425;1.425.551;Entire home/apt;$49,00;2;8;9/09/2022;0.2;1;39;0
43763939;348943226;Raf;Porto;4.084.122;1.425.548;Private room;$118,00;2;0;;;2;0;0
43767899;349606812;Gennaro&Assia;San Lorenzo;408.529;1.426.466;Entire home/apt;$34,00;2;32;9/09/2022;0.83;1;49;0
43788793;61671367;Luca;Stella;4.085.702;1.424.682;Entire home/apt;$90,00;3;63;2/08/2023;2.22;1;340;34
43800170;79335453;Giuseppe;Bagnoli;4.081.461;1.416.842;Entire home/apt;$100,00;2;39;1/09/2023;1.49;4;242;19
43803826;350199504;Mario;San Lorenzo;4.085.306;1.425.631;Entire home/apt;$50,00;1;15;30/10/2022;0.39;1;0;2
43811238;163066629;Ciro;Pendino;4.084.938;1.426.713;Entire home/apt;$166,00;2;51;24/08/2023;1.3;5;345;8
43811311;206195075;Simonetta;San Ferdinando;4.083.207;1.424.709;Entire home/apt;$84,00;4;18;23/08/2023;1.31;2;295;16
43812643;200546226;Serena;Vomero;4.084.369;1.422.179;Entire home/apt;$85,00;2;1;28/06/2020;0.03;1;0;0
43812831;346808458;Paolo;Avvocata;4.085.018;1.424.992;Entire home/apt;$113,00;1;88;10/07/2023;3.37;4;343;36
43814457;35627565;Martina;Pendino;4.084.901;1.426.493;Private room;$140,00;1;0;;;3;18;0
43818439;84042435;Margaret;San Carlo all'Arena;4.086.494;1.425.358;Entire home/apt;$74,00;2;25;4/09/2023;0.65;1;231;7
43818816;219800127;Roberta/Pasquale;San Ferdinando;4.083.768;1.424.407;Entire home/apt;$69,00;3;139;31/08/2023;3.69;3;325;40
43822372;1003414;Marco;Porto;4.084.033;142.558;Entire home/apt;$160,00;1;1;5/06/2022;0.06;8;349;0
43841380;317041786;Carmela;San Ferdinando;4.083.701;1.424.595;Private room;$250,00;1;0;;;2;338;0
43846995;350622104;Maria;San Lorenzo;4.085.451;1.427.132;Entire home/apt;$76,00;1;55;12/09/2023;1.42;1;259;41
43849720;161058382;Salvatore;Vomero;4.084.405;1.422.012;Private room;$15,00;7;0;;;1;0;0
43858246;151255157;Vincenzo;San Giuseppe;4.084.584;1.425.275;Entire home/apt;$145,00;2;60;30/05/2023;1.59;1;194;6
43858805;233333917;Giuseppe;San Lorenzo;4.085.989;1.426.866;Entire home/apt;$91,00;1;256;30/08/2023;6.59;5;119;111
43864008;350898973;Arnaldo;Piscinola;4.089.393;1.423.183;Entire home/apt;$65,00;5;1;27/10/2020;0.03;1;358;0
43871661;300311738;Clarissa;Porto;4.084.193;1.425.617;Entire home/apt;$130,00;1;15;17/06/2023;0.39;2;336;7
43871929;300311738;Clarissa;Porto;4.084.125;1.425.421;Entire home/apt;$77,00;1;30;12/09/2023;0.8;2;301;11
43874772;51215915;Stefania;San Lorenzo;4.085.696;1.426.237;Entire home/apt;$86,00;2;134;11/09/2023;3.46;2;310;58
43876994;206195075;Simonetta;San Ferdinando;4.083.237;1.424.662;Entire home/apt;$98,00;4;18;29/08/2023;0.67;2;289;14
43877003;7871679;Marco;Pendino;4.084.719;1.426.123;Private room;$161,00;1;0;;;6;152;0
43879855;10382666;Claudio;San Giuseppe;4.084.115;1.425.029;Entire home/apt;$196,00;3;0;;;2;177;0
43882854;219874380;Enrico;San Ferdinando;4.083.529;1.424.733;Entire home/apt;$122,00;1;2;26/08/2023;1.13;1;232;2
43893186;351346577;Maria Vittoria;Chiaia;4.083.684;1.423.483;Entire home/apt;$222,00;2;7;11/08/2023;0.19;1;226;6
43895071;6718337;Manuela;San Lorenzo;4.085.643;1.427.057;Private room;$85,00;1;0;;;3;159;0
43898491;256803962;Yaquelin;San Giuseppe;4.084.813;1.424.994;Private room;$89,00;1;1;8/10/2022;0.09;4;346;1
43905476;351356425;Maria;Vicaria;4.085.434;1.427.176;Entire home/apt;$150,00;2;93;3/09/2023;2.49;1;149;47
43907505;351494132;Vittorio;Chiaia;40.837.273;14.244.026;Entire home/apt;$110,00;1;8;31/07/2023;0.35;1;83;4
43917873;6510494;Gabriele;Porto;4.084.535;1.425.451;Entire home/apt;$83,00;2;12;25/07/2023;0.88;1;287;7
43924529;76812841;Bianca;San Ferdinando;4.083.233;1.425.005;Entire home/apt;$320,00;4;20;21/08/2023;0.86;5;122;12
43925685;233333917;Giuseppe;San Lorenzo;4.086.074;1.426.774;Entire home/apt;$86,00;1;258;2/09/2023;6.68;5;136;104
43933639;266083625;Yacopo;San Lorenzo;40.853.733;14.270.255;Entire home/apt;$123,00;1;4;3/06/2023;0.29;1;332;2
43937852;5964982;Marina;Vomero;4.084.325;142.263;Entire home/apt;$299,00;4;5;16/08/2023;0.22;4;13;1
43945374;218604280;Marialuisa;San Ferdinando;4.083.738;1.424.638;Entire home/apt;$93,00;2;19;17/07/2023;0.51;1;265;9
43945962;256803962;Yaquelin;Montecalvario;4.084.792;1.424.908;Private room;$89,00;1;2;16/08/2022;0.08;4;348;0
43949529;11573567;B&B Santa Lucia;San Ferdinando;4.083.199;1.424.853;Private room;$112,00;1;1;28/10/2022;0.09;4;273;1
43951446;271743155;Micol;Arenella;4.085.896;1.421.117;Entire home/apt;$102,00;3;0;;;1;255;0
43966025;118650906;Maria  Maddalena;San Lorenzo;4.085.016;1.425.093;Entire home/apt;$112,00;2;10;7/08/2022;0.26;2;28;0
43967357;352151123;Cristina;Montecalvario;4.084.011;1.424.607;Entire home/apt;$175,00;1;27;10/09/2023;0.69;1;316;6
43973626;352246764;Sara;San Lorenzo;40.856.327;1.426.752;Entire home/apt;$130,00;4;26;6/08/2023;1.07;1;158;9
43996497;113826280;Giulia;San Lorenzo;408.492.431.640.625;14.257.445.335.388.100;Entire home/apt;$126,00;1;21;9/08/2023;0.54;1;352;2
44000282;40964241;Roberto & Margherita;San Giuseppe;4.084.963;1.425.299;Entire home/apt;$113,00;3;114;9/09/2023;2.97;11;128;38
44001347;40964241;Roberto & Margherita;San Giuseppe;4.084.802;1.425.266;Entire home/apt;$147,00;1;109;6/09/2023;2.85;11;131;43
44001798;40964241;Roberto & Margherita;San Giuseppe;4.084.922;1.425.188;Entire home/apt;$145,00;3;106;14/08/2023;2.77;11;126;37
44011937;214749309;Omar;San Lorenzo;4.085.103;1.425.337;Private room;$26,00;1;0;;;7;217;0
44015244;352362648;Vincenza;San Lorenzo;4.085.261;1.425.531;Entire home/apt;$90,00;2;1;27/05/2022;0.06;1;347;0
44027211;352740884;Dusana;Chiaia;4.082.725;1.422.002;Entire home/apt;$800,00;1;0;;;1;363;0
44042431;353041155;Palà;Porto;40.848.339;1.425.635;Private room;$256,00;1;0;;;6;133;0
44042649;353041155;Palà;Porto;40.848.339;1.425.635;Private room;$209,00;1;0;;;6;136;0
44043424;353041155;Palà;Porto;40.848.339;1.425.635;Private room;$167,00;1;0;;;6;138;0
44043554;353041155;Palà;Pendino;4.084.804;1.425.679;Private room;$175,00;1;0;;;6;141;0
